Observador,Cuenca,Celda,Punto,Fecha,Hora inicio,Hora final,Especie,Individuos,Distancia,Tipo de registro,Habitat
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Coragyps atratus,2,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Coragyps atratus,1,,vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Pyrocephalus rubinus,2,18,Visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Sicalis flaveola,1,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Stelgidopteryx ruficollis,1,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Stilpnia vitriolina,1,5.9,Visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Stilpnia vitriolina,1,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Theristicus caudatus,2,,Auditivo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Thraupis episcopus,2,19.5,Visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Thraupis episcopus,1,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Turdus ignobilis,1,16.5,Visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Turdus ignobilis,1,23.3,visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Tyrannus melancholicus,1,29.5,Visual,PO
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Tyrannus melancholicus,1,57.1,Visual,AD
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Volatinia jacarina,1,,Vuelo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Xiphorhynchus susurrans,1,,Auditivo,NA
JUAN,Guabas,205,9,5-Jun,6:00,6:10,Zenaida auriculata,1,,Auditivo,NA
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Colaptes rubiginosus,1,67.6,visual,OC
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Elaenia flavogaster,1,17.7,visual,PO
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Forpus conspicillatus,2,28,visual,AD
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Forpus conspicillatus,4,13.9,visual,AD
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Molothrus bonariensis,1,80,visual,PO
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Pionus chalcopterus,2,,vuelo,NA
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Sicalis flaveola,1,7.7,visual,AD
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Synallaxis albescens,1,,Auditivo,NA
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Troglodytes aedon,2,,Auditivo,NA
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Troglodytes aedon,1,13.7,visual,AD
JUAN,Guabas,205,6,5-Jun,6:15,6:25,Tyrannus melancholicus,1,33.8,visual,PO
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Bubulcus ibis,1,181.3,visual,PO
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Chlorophanes spiza,2,20.8,visual,AD
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Chlorophanes spiza,1,14.2,visual,AD
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Forpus conspicillatus,1,12.2,visual,AD
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Forpus conspicillatus,1,13.1,visual,AD
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Psittacara wagleri,6,,vuelo,NA
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Rupornis magnirostris,1,54.3,visual,BNC
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Sporophila nigricollis,1,8.3,visual,PO
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Stelgidopteryx ruficollis,1,,vuelo,NA
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Stilpnia cyanicollis,2,17.3,visual,BNC
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Todirostrum cinereum,2,6,visual,AD
JUAN,Guabas,205,7,5-Jun,6:36,6:46,Vanellus chilensis,2,259,visual,PO
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Ara severus,2,,vuelo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Coereba flaveola,1,7.5,visual,AD
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Coereba flaveola,1,42.1,visual,AD
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Dryocopus lineatus,1,,Auditivo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Elaenia flavogaster,1,20.3,visual,AD
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Grallaria ruficapilla,1,,Auditivo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Pionus chalcopterus,1,107.9,visual,AD
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Ramphocelus dimidiatus,2,30.7,visual,GU
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Saucerottia saucerottei,1,33.4,visual,GU
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Spinus psaltria,1,13.5,visual,OC
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Tapera naevia,1,,Auditivo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Theristicus caudatus,2,,vuelo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Troglodytes aedon,1,,Auditivo,NA
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Volatinia jacarina,3,8,visual,OC
JUAN,Guabas,205,8,5-Jun,7:00,7:10,Volatinia jacarina,1,12.6,visual,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Arremon brunneinucha,2,2,visual,PO
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Columbina talpacoti,1,18.4,visual,BNC
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Daptrius chimachima,1,,vuelo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Forpus conspicillatus,2,18.9,visual,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Heliomaster longirostris,1,,vuelo,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Molothrus bonariensis,1,,vuelo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Myiozetetes cayanensis,1,,Auditivo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Myiozetetes cayanensis,1,16.5,visual,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Myiozetetes cayanensis,1,92.9,visual,BNC
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Picumnus granadensis,1,13.5,visual,BNC
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Pitangus sulphuratus,1,,Auditivo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Spinus psaltria,1,13.3,visual,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Theristicus caudatus,2,,Auditivo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Thraupis episcopus,1,,vuelo,NA
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Turdus ignobilis,2,10.3,visual,AD
JUAN,Guabas,205,10,5-Jun,7:33,7:43,Tyrannulus elatus,1,,Auditivo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Bubulcus ibis,2,,vuelo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Columbina talpacoti,2,38.8,visual,AD
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Coragyps atratus,2,,vuelo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Daptrius chimachima,1,,Auditivo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Stelgidopteryx ruficollis,1,,vuelo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Tangara gyrola,2,14.3,visual,AD
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Tiaris olivaceus,1,,Auditivo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Vanellus chilensis,1,,Auditivo,NA
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Volatinia jacarina,1,8.2,visual,PO
JUAN,Guabas,205,5,5-Jun,7:50,8:00,Volatinia jacarina,1,,vuelo,NA
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Pyrocephalus rubinus,1,15.4,visual,OC
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Pyrocephalus rubinus,1,17.4,visual,OC
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Sicalis flaveola,2,,vuelo,NA
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Troglodytes aedon,1,,Auditivo,NA
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Turdus ignobilis,1,38.3,visual,AD
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Tyrannus melancholicus,1,29.6,visual,RE
JUAN,Guabas,205,3,5-Jun,8:06,8:16,Volatinia jacarina,2,7.1,visual,OC
JUAN,Guabas,205,4,5-Jun,8:23,8:33,Coragyps atratus,3,,vuelo,NA
JUAN,Guabas,205,4,5-Jun,8:23,8:33,Pionus menstruus,4,,vuelo,NA
JUAN,Guabas,205,4,5-Jun,8:23,8:33,Spinus psaltria,1,6.5,visual,OC
JUAN,Guabas,205,4,5-Jun,8:23,8:33,Sporophila nigricollis,1,11.8,visual,OC
JUAN,Guabas,205,4,5-Jun,8:23,8:33,Troglodytes aedon,2,,Auditivo,NA
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Arremon brunneinucha,2,7.7,visual,OC
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Coragyps atratus,3,,vuelo,NA
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Ramphocelus flammigerus,3,14.2,visual,AD
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Sporophila nigricollis,1,,Auditivo,NA
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Stelgidopteryx ruficollis,2,,vuelo,NA
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,2,5-Jun,8:55,9:05,Volatinia jacarina,1,16.3,visual,OC
JUAN,Guabas,205,1,5-Jun,9:14,9:24,Myiozetetes cayanensis,1,,Auditivo,NA
JUAN,Guabas,205,1,5-Jun,9:14,9:24,Pionus chalcopterus,5,,vuelo,NA
JUAN,Guabas,205,1,5-Jun,9:14,9:24,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,205,1,5-Jun,9:14,9:24,Tyrannus melancholicus,1,,Auditivo,NA
JUAN,Guabas,205,1,5-Jun,9:14,9:24,Vireo leucophrys,1,,Auditivo,NA
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Cathartes aura,1,,vuelo,NA
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Molothrus bonariensis,1,43.2,visual,PO
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Sporophila nigricollis,1,15.2,visual,PO
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Stelgidopteryx ruficollis,2,,vuelo,NA
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Stilpnia vitriolina,2,20.3,visual,BC
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Tangara gyrola,1,20.5,visual,BC
JUAN,Guabas,205,11,5-Jun,9:35,9:45,Troglodytes aedon,1,,Auditivo,NA
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Pionus chalcopterus,16,,Vuelo,NA
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Amazona mercenarius,5,,Vuelo,NA
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Myiozetetes cayanensis,2,22.8,Visual,AD
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Thraupis palmarum,1,38.7,Visual,BC
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Setophaga pitiayumi,1,15.4,Visual,BC
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Tiaris olivaceus,2,14.8,Visual,PO
SANTIAGO,Guabas,205,11,5-Jun,6:05,6:15,Sicalis flaveola,1,35.4,Visual,PO
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Synallaxis albescens,1,11.1,Visual,BNC
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Pionus chalcopterus,3,,Vuelo,NA
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Tangara gyrola,1,14.7,Visual,BNC
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Stilpnia vitriolina,1,21.7,Visual,BNC
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Myiothlypis fulvicauda,1,18.7,Visual,CAG
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Bubulcus ibis,3,,Vuelo,NA
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Thamnophilus multistriatus,1,,Auditivo,NA
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Tiaris olivaceus,1,28.7,Visual,PO
SANTIAGO,Guabas,205,1,5-Jun,6:22,6:32,Sporophila nigricollis,2,29.1,Visual,PO
SANTIAGO,Guabas,205,2,5-Jun,6:45,6:55,Tyrannus melancholicus,1,45.7,Visual,AD
SANTIAGO,Guabas,205,2,5-Jun,6:45,6:55,Thamnophilus multistriatus,1,29.2,Visual,BNC
SANTIAGO,Guabas,205,2,5-Jun,6:45,6:55,Pitangus sulphuratus,1,,Auditivo,NA
SANTIAGO,Guabas,205,2,5-Jun,6:45,6:55,Spinus psaltria,2,9.4,Visual,OC
SANTIAGO,Guabas,205,2,5-Jun,6:45,6:55,Stilpnia vitriolina,1,27.4,Visual,AD
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Turdus ignobilis,2,37.9,Visual,AD
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Troglodytes aedon,1,,Auditivo,NA
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Stilpnia vitriolina,1,15.7,Visual,AD
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Vanellus chilensis,3,,Vuelo,NA
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Myiozetetes cayanensis,1,37.6,Visual,AD
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Pyrocephalus rubinus,2,20.1,Visual,AD
SANTIAGO,Guabas,205,3,5-Jun,7:12,7:22,Stelgidopteryx ruficollis,3,,Vuelo,NA
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Tangara gyrola,2,29.7,Visual,AD
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Sporophila intermedia,1,14.7,Visual,OC
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Pionus menstruus,3,,Vuelo,NA
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Troglodytes aedon,1,,Auditivo,NA
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Ortalis columbiana,3,35.8,Visual,AD
SANTIAGO,Guabas,205,4,5-Jun,7:35,7:45,Momotus aequatorialis,1,,Auditivo,NA
SANTIAGO,Guabas,205,5,5-Jun,8:02,8:12,Zenaida auriculata,2,,Vuelo,NA
SANTIAGO,Guabas,205,5,5-Jun,8:02,8:12,Coragyps atratus,9,,Vuelo,NA
SANTIAGO,Guabas,205,5,5-Jun,8:02,8:12,Stilpnia cyanicollis,2,29.4,Visual,AD
SANTIAGO,Guabas,205,5,5-Jun,8:02,8:12,Thamnophilus multistriatus,1,,Auditivo,NA
SANTIAGO,Guabas,205,5,5-Jun,8:02,8:12,Columbina talpacoti,2,40,Visual,AD
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Anthracothorax nigricollis,1,13.7,Visual,AD
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Phimosus infuscatus,2,,Vuelo,NA
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Amazona mercenarius,4,,Vuelo,NA
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Volatinia jacarina,1,9.4,Visual,PO
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Thraupis episcopus,1,22.8,Visual,AD
SANTIAGO,Guabas,205,10,5-Jun,8:30,8:40,Sporophila nigricollis,2,17.4,Visual,PO
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Ramphocelus flammigerus,1,8.4,Visual,BNC
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Thraupis episcopus,2,12.7,Visual,AD
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Theristicus caudatus,3,,Vuelo,NA
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Sporophila nigricollis,1,8.7,Visual,OC
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Amazilia tzacatl,1,14.1,Visual,AD
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Florisuga mellivora,1,11.7,Visual,BNC
SANTIAGO,Guabas,205,8,5-Jun,8:56,9:06,Amazona mercenarius,5,,Vuelo,NA
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Grallaria ruficapilla,1,,Auditivo,NA
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Bubulcus ibis,1,,Vuelo,NA
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Synallaxis azarae,1,,Auditivo,NA
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Tiaris olivaceus,2,28.9,Visual,PO
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Sporophila intermedia,1,27.4,Visual,PO
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Amazilia tzacatl,1,17.4,Visual,AD
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Amazona mercenarius,8,,Vuelo,NA
SANTIAGO,Guabas,205,9,5-Jun,9:18,9:28,Thamnophilus multistriatus,1,,Auditivo,NA
SANTIAGO,Guabas,205,7,5-Jun,9:41,9:51,Coragyps atratus,5,,Vuelo,NA
SANTIAGO,Guabas,205,7,5-Jun,9:41,9:51,Troglodytes aedon,1,,Auditivo,NA
SANTIAGO,Guabas,205,7,5-Jun,9:41,9:51,Tyrannus melancholicus,2,107.5,Visual,RE
SANTIAGO,Guabas,205,7,5-Jun,9:41,9:51,Pyrocephalus rubinus,1,22.7,Visual,AD
SANTIAGO,Guabas,205,7,5-Jun,9:41,9:51,Amazilia tzacatl,1,37.4,Visual,AD
SANTIAGO,Guabas,205,6,5-Jun,10:09,10:19,Theristicus caudatus,2,48.7,Visual,PO
SANTIAGO,Guabas,205,6,5-Jun,10:09,10:19,Phimosus infuscatus,1,75.1,Visual,PO
SANTIAGO,Guabas,205,6,5-Jun,10:09,10:19,Thraupis episcopus,2,7.4,Visual,AD
SANTIAGO,Guabas,205,6,5-Jun,10:09,10:19,Stilpnia vitriolina,1,11.4,Visual,AD
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Bubulcus ibis,3,,vuelo,NA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Microcerculus marginatus,1,,Auditivo,NA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Myadestes ralloides,1,,Auditivo,NA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Myiozetetes cayanensis,1,23,visual,CA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Ortalis columbiana,1,23.6,visual,CA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Ortalis columbiana,1,,vuelo,NA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Stilpnia cyanicollis,1,11.8,visual,OC
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Tangara arthus,1,11.7,visual,BNC
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Tangara labradorides,1,15.4,visual,BNC
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Thraupis episcopus,1,16.2,visual,CA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Thraupis palmarum,1,24.8,visual,CA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Vireo chivi,1,,Auditivo,NA
JUAN,Guabas,318,3,6-Jun,6:04,6:14,Vireo leucophrys,1,,Auditivo,NA
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Ardea alba,3,,vuelo,NA
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Aulacorhynchus haematopygus,1,24.9,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Aulacorhynchus haematopygus,1,32,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Chlorophanes spiza,2,19.8,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Habia cristata,1,21.8,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Microcerculus marginatus,1,,Auditivo,NA
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Momotus aequatorialis,1,27.8,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Ortalis columbiana,2,20.5,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Tangara arthus,1,19.6,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Tangara arthus,1,12,visual,BNC
JUAN,Guabas,318,4,6-Jun,6:23,6:33,Turdus ignobilis,1,20.4,visual,NA
JUAN,Guabas,318,5,6-Jun,6:44,6:54,Bubulcus ibis,2,,vuelo,NA
JUAN,Guabas,318,5,6-Jun,6:44,6:54,Momotus aequatorialis,1,16.6,visual,BNC
JUAN,Guabas,318,5,6-Jun,6:44,6:54,Myiothlypis fulvicauda,2,39,visual,CAR
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Ardea alba,1,,vuelo,Na
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Ardea alba,2,,vuelo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Chlorostilbon melanorhynchus,1,22.1,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Cyclarhis gujanensis,1,,Auditivo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Dryocopus lineatus,1,,Auditivo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Momotus aequatorialis,1,47.1,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Pionus chalcopterus,1,,vuelo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Saltator striatipectus,1,42.9,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Saltator striatipectus,1,8.5,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Stilpnia cyanicollis,3,42.9,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Stilpnia vitriolina,1,41.4,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Tyrannus melancholicus,2,,Auditivo,NA
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Tyrannus melancholicus,1,62.1,visual,AD
JUAN,Guabas,318,2,6-Jun,7:07,7:17,Vireo olivaceus,1,44.2,visual,AD
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Henicorhina leucosticta,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Mionectes oleagineus,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Myadestes ralloides,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Tapera naevia,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Thamnophilus multistriatus,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Xiphorhynchus susurrans,1,,Auditivo,NA
JUAN,Guabas,318,6,6-Jun,7:35,7:45,Zimmerius chrysops,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Amazilia tzacatl,1,,vuelo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Chlorophonia cyanocephala,1,21.6,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Colibri coruscans,1,18.8,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Elaenia flavogaster,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Euphonia laniirostris,1,14.4,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Myiarchus tuberculifer,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Myiozetetes cayanensis,1,12.8,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Ortalis columbiana,2,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Pionus chalcopterus,3,84.4,visual,BNC
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Saltator striatipectus,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Saucerottia saucerottei,1,20.2,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Sporophila nigricollis,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Tapera naevia,1,,Auditivo,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Thraupis palmarum,1,12.8,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Troglodytes aedon,1,,Auditivo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Troglodytes aedon,1,6.8,visual,AD
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Uranomitra franciae,1,,vuelo,NA
JUAN,Guabas,318,12,6-Jun,8:11,8:21,Zimmerius chrysops,1,,Auditivo,NA
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Chlorophanes spiza,2,,Auditivo,NA
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Euphonia laniirostris,1,38.3,visual,AD
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Hemithraupis guira,1,7.8,visual,AD
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Picumnus granadensis,1,9.2,visual,AD
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Sporophila nigricollis,1,6.5,visual,PO
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Tangara gyrola,1,11.6,visual,PO
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Troglodytes aedon,1,,Auditivo,NA
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Turdus ignobilis,1,27.3,visual,AD
JUAN,Guabas,318,1,6-Jun,8:31,8:41,Zimmerius chrysops,1,,Auditivo,NA
JUAN,Guabas,318,1,6-Jun,8:32,8:42,Myiopagis viridicata,2,34.9,visual,AD
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Amazona mercenarius,6,,vuelo,NA
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Chlorostilbon melanorhynchus,1,10.4,visual,AD
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Ortalis columbiana,2,49.4,visual,AD
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Saltator striatipectus,1,20.5,visual,PO
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Spinus psaltria,1,8.2,visual,AD
JUAN,Guabas,318,7,6-Jun,8:50,9:00,Sporophila nigricollis,1,4.3,visual,AD
