AOS 60,Common Name,Scientific Name,group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size,Global Pop Size#,Pop Size_US-Ca,Pop Size_US-Ca#,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,%GL_WH-b,%WH_US-Ca-b,% Breeding Pop in US & Canada,% Breeding Pop in US & Canada#,%Pop_s,BD-g,BD area,BD-g_s,BD-g_com,ND-g,ND area,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,TN-c,TN-c_s,TN-c_com,PT-c,PT-c_s,PT-c_com,trend (%/yr),trend source,lcl_90%CI,ucl_90%CI,lcl_67%CI,ucl_67%CI,RA,DF,pop change,pop change 90% lcl,pop change 90% ucl,Half-Life,CCS-b,CCS-n,CCS-max,CI,IUCN Red List 2018,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
1449,Tufted Titmouse,Baeolophus bicolor,landbird,Passeriformes,Paridae,,1,1,0,0,R,,,2,PIFcalc19,,"12,000,000",12000000,"12,000,000",12000000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,2967755,Natureserve 3.0,,2,2967755,Natureserve 3.0,,2,PIFTC-02,DD='species relatively tolerant of human activities and land use.'  BNA supports that species does well in face of human acitvity (and may benefit from feeding); but needs cavities.,1,PIFTC-02,"DD='species relatively tolerant of human activities and land use.'  BNA supports that species does well in face of human acitvity (and may benefit from feeding) but extensive urbanization, forest clearing and snag removal (roosts) would be harmful. Why wo",1,BBS7017,,1.13,BBS7017,1.04,1.22,1.07,1.18,9.44,1910,69.32,61.95,76.78,,7,6,7,,LC,yes,,Eastern Temperate,Eastern Temperate,Forests:  Temperate Eastern,,Forests:  Temperate Eastern,
1450,Black-crested Titmouse,Baeolophus atricristatus,landbird,Passeriformes,Paridae,,0,1,1,0,R,,,3,PIFcalc19,,"1,200,000",1200000,"640,000",640000,2010.5,PIFcalc19,,100,55.30550766,55.30551,55.30550766,"bbs0514(UsCa), eBrd17(WHem)",3,647816,Natureserve 3.0,,3,647816,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,4,BBS7017,BBS-17 changed scores that previously were in agreement with MX-NSAC,-0.69,BBS7017,-1.58,0.19,-1.25,-0.17,8.05,97,-25.37,-49.33,7.18,,12,12,12,,LC,yes,,North American Southwest,North American Southwest,Forests:  Tropical Dry,,Forests:  Tropical Dry,
1451,Verdin,Auriparus flaviceps,landbird,Passeriformes,Remizidae,,0,1,1,0,R,,,2,PIFcalc19,,"7,200,000",7200000,"3,800,000",3800000,2010.5,PIFcalc19,,100,53.12769318,53.12769,53.12769318,"bbs0514(UsCa), eBrd17(WHem)",2,1756212,Natureserve 3.0,,2,1756212,Natureserve 3.0,,3,PIFSC-15,"Less reliant on undisturbed than other similar spp.  senstive to extreme heat based on research by B. Wolf (CB); if we raise threats for this species, should we raise threats for all other small desert birds (gnatcatchers, sparrows, etc)? (AP)",2,PIFTC-02,,4,BBS7017,,-1.26,BBS7017,-1.91,-0.56,-1.63,-0.85,7.86,191,-44.38,-60.51,-23.94,31,11,10,11,,LC,yes,,North American Southwest,North American Southwest,Aridlands:  Desert Scrub,,Aridlands:  Desert Scrub,
1452,Bushtit,Psaltriparus minimus,landbird,Passeriformes,Aegithalidae,,1,1,1,1,R,,,3,PIFcalc19,,"4,300,000",4300000,"2,300,000",2300000,2010.5,PIFcalc19,,100,54.20342636,54.20343,54.20342636,"bbs0514(UsCa), eBrd17(WHem)",2,2161505,Natureserve 3.0; PIFSC,"50% of range (error in new analysis, not in map)",2,2161505,Natureserve 3.0,"50% of range (error in new analysis, not in map)Ken comment: 50% of range (error in new analysis, not in map)",2,PIFTC-02,,2,PIFTC-02,,4,BBS7017,,-0.79,BBS7017,-1.69,-0.10,-1.25,-0.37,2.53,483,-30.87,-50.09,2.41,127,11,11,11,,LC,yes,,Western Temperate,Western Temperate,Forests:  Temperate Western,Forests:  Mesoamerican Pine-Oak,Forests:  Temperate Western,Forests:  Mesoamerican Pine-Oak
1453,Red-breasted Nuthatch,Sitta canadensis,landbird,Passeriformes,Sittidae,Monotypic.,1,1,0,0,PM,,,2,PIFcalc19,,"20,000,000",20000000,"20,000,000",20000000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),1,7118703,Natureserve 3.0,,1,12321232,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,1,BBS7017,,1.32,BBS7017,1.06,1.57,1.18,1.48,3.32,1783,85.34,65.24,110.40,,6,6,6,,LC,yes,,Nearctic,Nearctic,Forests:  Boreal,Forests:  Temperate Western,Forests:  Temperate Generalist,
1264,Cattle Tyrant,Machetornis rixosa,landbird,Passeriformes,Tyrannidae,,0,0,0,1,R,,,1,PIF CAW 2016,,,,,,,,,,,,,,1,6664426,NatureServe,,1,6664426,NatureServe,,2,PIF CAW 2014,,2,PIF CAW 2014,,2,PIF CAW 2014,,,,,,,,,,,,,,6,6,6,,LC,,b,South American Lowlands,South American Lowlands,Open Country:  Developed/Disturbed,Grasslands:  Tropical,Open Country:  Developed/Disturbed,Grasslands:  Tropical
1244,Bright-rumped Attila,Attila spadiceus,landbird,Passeriformes,Tyrannidae,,0,0,1,1,R,,,3,Gomez-Panjabi,over-mapped in Mexico; habitat loss,,,,,,,,,,,,,1,7263791,Natureserve 3.0,,1,7263791,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest,4,PIF CAW 2014,,,,,,,,,,,,,,11,11,11,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry
1245,Choco Sirystes,Sirystes albogriseus,landbird,Passeriformes,Tyrannidae,"new species, replaces sirystes in part; Formerly considered conspecific with Sirystes sibilator.",0,0,0,1,R,,,5,PIF CAW 2016,"split; now choco sirystes, found from panama to western ecuador; new range calculated by chris wood (CAW)",,,,,,,,,,,,,4,182762,BirdLife & HBW,,4,182762,BirdLife & HBW,,3,PIF CAW 2015,used Panama's score,3,PIF CAW 2015,used Panama's score,4,PIF CAW 2015,used Panama's score,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Trans-Andean Lowlands,Trans-Andean Lowlands,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1585,Russet Nightingale-Thrush,Catharus occidentalis,landbird,Passeriformes,Turdidae,,0,0,1,0,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,414603,Natureserve 3.0,,3,414603,Natureserve 3.0,,3,MX-NSAC,,3,MX-NSAC,requires forest,4,MX-NSAC-12,"MX endemic, all regions score PT=4",,,,,,,,,,,,,14,14,14,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Mesoamerican Pine-Oak,,Forests:  Mesoamerican Pine-Oak,
1586,Ruddy-capped Nightingale-Thrush,Catharus frantzii,landbird,Passeriformes,Turdidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,4,245698,Natureserve 3.0,,4,245698,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest,4,PIF CAW 2014,,,,,,,,,,,,,,16,16,16,Watch List - Yel-R,LC,,,Mesoamerican Highlands,Mesoamerican Highlands,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Highland,Forests:  Tropical Montane Evergreen,Forests:  Mesoamerican Highland
1587,Black-headed Nightingale-Thrush,Catharus mexicanus,landbird,Passeriformes,Turdidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,4,125742,Natureserve 3.0,,4,125742,Natureserve 3.0,,4,MX-NSAC,,4,MX-NSAC,humid forest,5,PIF CAW 2014,"4 of 6 regions (SECL, SEMH, CEMH and NECL) score PT=5",,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1588,Spotted Nightingale-Thrush,Catharus dryas,landbird,Passeriformes,Turdidae,,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,467570,Natureserve 3.0,,3,467570,Natureserve 3.0,NS ok,4,MX-NSAC,global score should reflect regional experts' opinion.,4,MX-NSAC,moderate habitat loss,4,PIF CAW 2014,"cloud forest specialist, not sure why regional experts did not score PT=5",,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1589,Veery,Catharus fuscescens,landbird,Passeriformes,Turdidae,,1,1,1,1,M,,,2,PIFcalc19,,"11,000,000",11000000,"11,000,000",11000000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,3670946,Natureserve 3.0,,2,1506925,Natureserve 3.0 with adjustment by PIFSC,Reduced by 80%; NS winter range too expansive -- Chuck Hunter; probably 20% of mapped area,3,PIFSC-Dec-08,Does fine in second growth; uses younger woods than other thrushes.  Is it area sensitive? (ED); Rosenberg: moderately vulnerable to loss of forest to development (same as Wood Thrush).,4,PIFTC-02,Restricted to primary forest in Amazonian.  winters in chaco region that is heavily being affected by agriculture (KVR),4,BBS7017,,-1.12,BBS7017,-1.35,-0.87,-1.25,-0.98,6.04,1470,-40.98,-46.18,-33.62,,11,12,12,,LC,,,Northern Forest,South American Lowlands,Forests:  Temperate Eastern,Forests:  Temperate Western,Forests:  Tropical Lowland Evergreen,
1590,Gray-cheeked Thrush,Catharus minimus,landbird,Passeriformes,Turdidae,,1,1,1,1,M,,,2,PIFcalc19,,"46,000,000",46000000,"42,000,000",42000000,2010.5,PIFcalc19,,90,100,90,90,"bbs0514(UsCa), eBrd17(WHem), PIF(Glob)",1,4585688,Natureserve 3.0,,1,5076928,Natureserve 3.0,,2,PIFTC-02,,3,PIFTC-02,"Forest and some edge--but pretty much unknown.  Winters in primary lowland forest in S. America -- at least ""moderate"" threats (KVR)",3,BBS9317,,-0.37,BBS9317,-2.82,2.14,,,10.86,98,-12.08,-51.74,41.28,,8,9,9,,LC,,,Northern Forest,South American Lowlands,Forests:  Boreal,,Forests:  Tropical Lowland Evergreen,
1591,Bicknell's Thrush,Catharus bicknelli,landbird,Passeriformes,Turdidae,Monotypic.,1,1,0,0,M,,,4,International Bicknell's Thrush Conservation Group 2017,IBTCG used range-wide data on densities and extent of potential habitat to develop an improved global population estimate. Applying region-specific density data (derived from point count surveys) to a model of potential habitat (Vermont Center for Ecostudies).  1000 is BBS-15 estimate.,"110,000",110000,"110,000",110000,,International Bicknell's Thrush Conservation Group 2017,"current estimate conrirmed by K. McFarland, email, 4.20.16",100,,,,eBrd17(UsCa),4,133496,Natureserve 3.0,,4,102051,Natureserve 3.0,,4,PIFSC-19,changed due to calibration with TB-r,5,PIFTC-02,"Forest in winter ground highly threatened.  threats to winter habitat severe and increasing due to cutting of remnant forest habitats, even in protected areas (KVR)",4,PIFSC-08,steep decline in parts of range,,,,,,,,,,,,,16,17,17,Watch List - Red,VU,,,Northern Forest,Caribbean,Forests:  Boreal,,Forests:  Tropical Montane Evergreen,
1592,Swainson's Thrush,Catharus ustulatus,landbird,Passeriformes,Turdidae,,1,1,1,1,M,,,1,PIFcalc19,,"120,000,000",120000000,"120,000,000",120000000,2010.5,PIFcalc19,,100,99.86447144,99.86447,99.86447144,"bbs0514(UsCa), eBrd17(WHem)",1,7525849,Natureserve 3.0,,2,2788297,Natureserve 3.0,,3,PIFTC-02,"Mature forest, but also uses second growth.",3,PIFTC-02,,4,BBS7017,,-0.69,BBS7017,-0.95,-0.46,-0.84,-0.55,31.72,1359,-27.64,-35.10,-21.27,77,9,10,10,,,,,Nearctic,Central and South American Highlands,Forests:  Boreal,Forests:  Temperate Western,Forests:  Tropical Montane Evergreen,Forests:  Tropical Lowland Evergreen
1593,Hermit Thrush,Catharus guttatus,landbird,Passeriformes,Turdidae,,1,1,1,1,M,,,1,PIFcalc19,,"72,000,000",72000000,"72,000,000",72000000,2010.5,PIFcalc19,,100,99.93570709,99.93571,99.93570709,"bbs0514(UsCa), eBrd17(WHem)",1,8350943,Natureserve 3.0,,1,4694594,Natureserve 3.0,,2,PIFTC-02,"Tolerant of second growth.  DD='threats assumed to be low.'  BNA states that history shows species susceptible to large scale cutting of forests.  However, it possibly does well in forested areas subjected to forestry leaving small openings.  Extreme nort",2,PIFTC-02,DD='relatively tolerant of human land use activities.'  BNA supports that winter threats less severe than to those other thrushes due to more northern distribution.  Supports use of wide varietyof winter habitats.,2,BBS7017,,0.37,BBS7017,-0.07,0.72,0.10,0.59,9.15,1665,18.57,0.58,42.10,,6,6,6,,LC,,,Nearctic,Nearctic,Forests:  Temperate Generalist,,Forests:  Temperate Generalist,
2098,Slaty Finch,Haplospiza rustica,landbird,Passeriformes,Thraupidae,,0,0,1,1,R,,,4,PIF CAW 2016,score change from 5 to 4 recommended by Central Americans in 2016,,,,,,,,,,,,,3,479882,Natureserve 3.0,,3,479882,Natureserve 3.0,NS maps more accurate -- especially since probably occupies part of range in any year.,4,MX-NSAC,,4,MX-NSAC,"poorly known, bamboo specialist",4,PIF CAW 2014,"proponemos mantener el 5 con base en perdida de habitat en mexico (+-50% del total) y en la falta de registros de la especie desde 1860's (howell y webb 1995). Es una especie completamente dependiente del bambu al interior del bosque mesofilo, pero acepta",,,,,,,,,,,,,15,15,15,Watch List - Yel-D,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
2099,Peg-billed Finch,Acanthidops bairdi,landbird,Passeriformes,Thraupidae,Monotypic.,0,0,0,1,R,,,5,PIF CAW 2016,,,,,,,,,,,,,,5,4775,NatureServe,,5,4775,NatureServe,,4,PIF CAW 2014,puede ser afectada por cambio climático y incendios; especializada en bambu,4,PIF CAW 2014,,3,PIF CAW 2014,,,,,,,,,,,,,,17,17,17,Watch List - Red,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1144,Buff-throated Foliage-gleaner,Automolus ochrolaemus,landbird,Passeriformes,Furnariidae,,0,0,1,1,R,,,3,Gomez-Panjabi,"subtracted pop estimate for Chiriqui Forage-Gleaner from rounded geometric midpoint of pop estimate range from BTFG's PS-g = 3, but due to rounding, no change",,,,,,,,,,,,,1,6428834,BirdLife 2019;Bird Conservancy of the Rockies 2019,deleted polygon covering Pacific coast of Costa Rica/Panama from BirdLife's shapefile for Buff-throated Foliage-gleaner because BirdLife does not recognize Chiriqui Foliage-Gleaner,1,6428834,BirdLife 2019;Bird Conservancy of the Rockies 2019,deleted polygon covering Pacific coast of Costa Rica/Panama from BirdLife's shapefile for Buff-throated Foliage-gleaner because they do not recognize Chiriqui Foliage-Gleaner,4,MX-NSAC,,4,MX-NSAC,humid evergreen forest,4,PIF CAW 2014,,,,,,,,,,,,,,12,12,12,,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1146,Striped Woodhaunter,Automolus subulatus,landbird,Passeriformes,Furnariidae,Formerly placed in Hyloctistes.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,2,3490261,NatureServe,,2,3490261,NatureServe,,4,PIF CAW 2014,,4,PIF CAW 2014,,5,PIF CAW 2014,,,,,,,,,,,,,,14,14,14,Watch List - Yel-D,LC,,,Neotropical,Neotropical,Forests:  Tropical Lowland Evergreen,,Forests:  Tropical Lowland Evergreen,
1147,Spotted Barbtail,Premnoplex brunnescens,landbird,Passeriformes,Furnariidae,,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,,,,,,3,407903,NatureServe,,3,407903,NatureServe,,3,PIF CAW 2014,,3,PIF CAW 2014,,4,PIF CAW 2014,,,,,,,,,,,,,,13,13,13,,LC,,,Central and South American Highlands,Central and South American Highlands,Forests:  Tropical Montane Evergreen,,Forests:  Tropical Montane Evergreen,
1594,Wood Thrush,Hylocichla mustelina,landbird,Passeriformes,Turdidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"12,000,000",12000000,"12,000,000",12000000,2010.5,PIFcalc19,,100,99.99227142,99.99227,99.99227142,bbs0514(UsCa),2,3489351,Natureserve 3.0,,3,646795,Natureserve 3.0,,3,PIFTC-02,DD='moderately vulnerable to human land use.'  BNA supports its subject to threats from fragmentation and isolation of forested habitats.  New information suggests more flexible in use of breeding habitats than once thought.; Rosenberg: add acid rain as threat in parts of range Hunter: unsure about role of acid rain in declines in Appalachians.,4,PIFTC-02,DD='highly vulnerable to human land use and activities.'  BNA supports that primary forests on nonbreeding area are subject to continued loss and pose threat to wood thrushes..  Dependent on lowland wet forests on Gulf/Caribbean slope of Central America -- these are highly threatened (KVR),5,BBS7017,,-1.92,BBS7017,-2.01,-1.84,-1.98,-1.88,4.57,2098,-59.88,-61.30,-58.12,31,12,14,14,Watch List - Yel-D,NT,,,Eastern Temperate,Gulf-Caribbean Lowlands,Forests:  Temperate Eastern,,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Montane Evergreen
1959,Worm-eating Warbler,Helmitheros vermivorum,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,3,PIFcalc19,,"780,000",780000,"780,000",780000,2010.5,PIFcalc19,,100,,,,eBrd17(UsCa),2,1753323,Natureserve 3.0,,3,902709,Natureserve 3.0,,3,PIFTC-02,,4,PIFTC-02,Rosenberg: winters in lowland and Caribbean forests,2,BBS7017,,0.43,BBS7017,0.03,0.88,0.20,0.70,0.31,580,21.94,3.22,48.79,,10,12,12,,LC,,,Eastern Temperate,Caribbean,Forests:  Temperate Eastern,,Forests:  Tropical Lowland Evergreen,Forests:  Tropical Dry
1960,Louisiana Waterthrush,Parkesia motacilla,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,4,PIFcalc19,,"450,000",450000,"450,000",450000,2010.5,PIFcalc19,,100,99.44503021,99.44503,99.44503021,"bbs0514(UsCa), eBrd17(WHem)",2,2410070,Natureserve 3.0,,2,1729490,Natureserve 3.0,,3,PIFTC-02,Rosenberg: threatened by loss of hemlocks; pollution in freshwater streams.,4,PIFTC-02,,2,BBS7017,,0.84,BBS7017,0.51,1.08,0.63,0.99,0.23,911,47.80,31.36,67.79,,11,12,12,,LC,,,Eastern Temperate,Neotropical,Wetlands:  Lakes and Rivers,Forests:  Temperate Eastern,Wetlands:  Lakes and Rivers,Forests:  Tropical Montane Evergreen
1961,Northern Waterthrush,Parkesia noveboracensis,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"17,000,000",17000000,"17,000,000",17000000,2010.5,PIFcalc19,,100,99.8560791,99.85608,99.8560791,"bbs0514(UsCa), eBrd17(WHem)",1,7567023,Natureserve 3.0,,2,3409915,Natureserve 3.0,,2,PIFTC-02,,3,PIFTC-02,"Rosenberg: winters in mangroves; forested wetlands - not highly tolerant of disturbance.  see previous comment; winters primarily in native habitats; threats at least ""moderate""",1,BBS7017,,0.88,BBS7017,0.53,1.21,0.67,1.08,1.90,1087,51.18,27.15,76.20,,6,8,8,,LC,,,Northern Forest,Neotropical,Forests:  Boreal,Forests:  Temperate Eastern,Coasts:  Mangroves,Wetlands:  Forested
1963,Golden-winged Warbler,Vermivora chrysoptera,landbird,Passeriformes,Parulidae,Monotypic.,1,1,1,1,M,,,4,PIFcalc19,"PIFSC-20: eBird picks up non-breeders south of the border, so overrode eBird % Breeding Pop in US & Canada with 100% and used US/Canada estimate as global estimate","390,000",390000,"390,000",390000,2010.5,PIFcalc19,,100,100,100,100,PIFSC-20,2,1392211,Natureserve 3.0,,3,944931,Natureserve 3.0,NS ok,4,PIFTC-02,Rosenberg: threatened by loss of early successional habitats and hybridization with BWWA.,4,PIFTC-02,"new knowledge in winter suggests even more specialized; requires large areas of intact forest; msfs need large areas; does not use agroforestry and coffee to large degree. (CB, KVR, WE, TW, DP); Regularly uses coffee plantations adjacent to forests in the sierra de Talamanca (Panama and Costa Rica) (AP)",5,BBS7017,,-2.29,BBS7017,-2.76,-1.74,-2.60,-1.97,0.31,417,-66.02,-71.28,-57.23,34,15,16,16,Watch List - Red,NT,,,Northern Forest,Central and South American Highlands,Forests:  Temperate Eastern,,Forests:  Tropical Montane Evergreen,
1308,Alder Flycatcher,Empidonax alnorum,landbird,Passeriformes,Tyrannidae,Monotypic.,1,1,1,1,M,,,1,PIFcalc19,,"120,000,000",120000000,"120,000,000",120000000,2010.5,PIFcalc19,,100,99.93479156,99.93479,99.93479156,"bbs0514(UsCa), eBrd17(WHem)",1,7077860,Natureserve 3.0,,2,3404220,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,4,BBS7017,based on US/Canada portion of range only,-0.56,BBS7017,,,-0.80,-0.32,13.05,1394,-28.38,-37.55,-16.72,65,8,9,9,,LC,,,Northern Forest,South American Lowlands,Wetlands:  Boreal,Wetlands:  Forested,Forests:  Tropical Generalist,
1309,Willow Flycatcher,Empidonax traillii,landbird,Passeriformes,Tyrannidae,,1,1,1,1,M,,,2,PIFcalc19; PIFSC-20,"PIFSC-20: Willow Flycatcher extremely rare as a breeder (listed on Mexico's NOM-059) in the Lower Colorado River Valley today, and there is essentially no habitat remaining on the Mexico side. The restoration projects in the Delta could attract some WIFL but not enough to change global estimates, so used US/Canada estimate as global estimate.","8,100,000",8100000,"8,100,000",8100000,2010.5,PIFcalc19,,100,99.90000153,99.9,99.90000153,PIFSC-20,1,7289251,Natureserve 3.0,,2,1308798,Natureserve 3.0,,3,PIFSC-19,changed due to calibration with TB-r; only 10 of 25 BCRs (<10% of pop) scored TB>3,2,PIFTC-02,occupies open/shrubby grazing lands in lowlands; threats mostly low (2 OK) (Panjabi),4,BBS7017,based on US/Canada portion of range only,-1.25,BBS7017,,,-1.40,-1.04,1.46,1779,-28.07,-38.39,-16.79,64,10,10,10,,LC,,,Nearctic,Mesoamerica,Open Country:  Habitat Mosaic,Forests:  Temperate Western,Open Country:  Habitat Mosaic,
1310,White-throated Flycatcher,Empidonax albigularis,landbird,Passeriformes,Tyrannidae,,0,0,1,1,PM,,,4,Gomez-Panjabi,,,,,,,,,,,,,,3,420118,Natureserve 3.0,,3,646231,Natureserve 3.0,,3,MX-NSAC,global score should reflect regional experts' opinion.,2,MX-NSAC,tolerant of disturbance,3,PIF CAW 2014,,,,,,,,,,,,,,13,12,13,,LC,,,Mesoamerica,Mesoamerica,Open Country:  Habitat Mosaic,,Wetlands:  Freshwater Marsh,Wetlands:  Seasonally Wet Grasslands
1311,Least Flycatcher,Empidonax minimus,landbird,Passeriformes,Tyrannidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"27,000,000",27000000,"27,000,000",27000000,2010.5,PIFcalc19,,100,99.94090271,99.9409,99.94090271,"bbs0514(UsCa), eBrd17(WHem)",1,6129659,Natureserve 3.0,,2,1025774,Natureserve 3.0,,3,PIFSC-15,"In relatively disturbed sites, regenerating forest (KR).  Actually threatened by maturing of forests in New England and perhaps elsewhere; not urban or agricultural adapted -- should be like other native forest birds (KVR); Camfield,Alaine [NCR]: TB 2 in Canadian BCR strategies.  Main threats related to habitat loss from forestry.",2,PIFTC-02,,5,BBS7017,,-1.78,BBS7017,-2.01,-1.55,-1.92,-1.65,7.02,1885,-56.90,-60.80,-52.05,42,11,11,11,CBSD,LC,,,Northern Forest,Mesoamerica,Forests:  Temperate Eastern,Forests:  Temperate Western,Forests:  Tropical Generalist,
1312,Hammond's Flycatcher,Empidonax hammondii,landbird,Passeriformes,Tyrannidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"20,000,000",20000000,"20,000,000",20000000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,2753247,Natureserve 3.0,,3,783623,Natureserve 3.0,,2,PIFSC-19,changed due to calibration with TB-r,3,PIFTC-02,More generalized in winter.  still requires Mexican pine-oak and cloud forest in winter should be consistent with resident birds in same habitat (KVR); winters especially in mature montane forests (Panjabi),2,BBS7017,,0.59,BBS7017,0.16,1.03,0.33,0.84,5.42,497,31.44,12.28,65.06,,8,10,10,,LC,,,Intermountain West,Mesoamerican Highlands,Forests:  Temperate Western,,Forests:  Mesoamerican Pine-Oak,Forests:  Mesoamerican Highland
1313,Gray Flycatcher,Empidonax wrightii,landbird,Passeriformes,Tyrannidae,Monotypic.,1,1,1,0,M,,,3,PIFcalc19,,"2,900,000",2900000,"2,900,000",2900000,2010.5,PIFcalc19,,100,,,,bbs0514(UsCa),2,1143266,Natureserve 3.0,,3,961381,Natureserve 3.0,,3,PIFTC-02,in mature pinyon-juniper - a threatened habitat in many areas  (KR).,2,PIFTC-02,"winters in shrubby grazing lands in southern chihuahuan desert (not a forest bird), suggest staying with 2 (Panjabi)",1,BBS7017,,2.15,BBS7017,1.40,2.83,1.73,2.55,1.44,259,164.10,81.81,242.10,,9,9,9,,LC,,,Intermountain West,North American Southwest,Forests:  Temperate Western,,Aridlands:  Desert Scrub,Forests:  Tropical Dry
1314,Dusky Flycatcher,Empidonax oberholseri,landbird,Passeriformes,Tyrannidae,Monotypic.,1,1,1,1,M,,,2,PIFcalc19,,"8,800,000",8800000,"8,800,000",8800000,2010.5,PIFcalc19,,100,99.81546021,99.81546,99.81546021,"bbs0514(UsCa), eBrd17(WHem)",2,2675533,Natureserve 3.0,,3,954474,Natureserve 3.0,,2,PIFTC-02,,2,PIFTC-02,,4,BBS7017,,-0.68,BBS7017,-1.11,-0.29,-0.93,-0.45,5.34,596,-27.37,-39.49,-14.44,,10,11,11,,LC,,,Intermountain West,Mesoamerican Highlands,Forests:  Temperate Western,,Forests:  Tropical Dry,Forests:  Mesoamerican Pine-Oak
