"","sp","site","mode","mean","X5.","X95."
"1","Actitis macularius","Parita_01_BayanoAvispa_03",0,0.0287867419042568,0,0
"2","Actitis macularius","Parita_01_BayanoLasTablas_04",2,2.6377710112832,2,4
"3","Actitis macularius","Parita_01_ElAgallito_05",0,0.0287867419042568,0,0
"4","Actitis macularius","Parita_01_ElReten_07",0,0.0287867419042568,0,0
"5","Actitis macularius","Parita_01_EsteroCamaron_13",1,1.0336467844506,1,1
"6","Actitis macularius","Parita_01_HondaSalada_01",0,0.164513474485257,0,1
"7","Actitis macularius","Parita_01_LasPalmitas_14",1,1.07719339156049,1,2
"8","Actitis macularius","Parita_01_LosAzules_12",1,1.0336467844506,1,1
"9","Actitis macularius","Parita_01_LosPalacios_06",0,0.0384911311597692,0,0
"10","Actitis macularius","Parita_01_LosPalacios_10",0,0.0384911311597692,0,0
"11","Actitis macularius","Parita_01_LosPalacios_11",0,0.0384911311597692,0,0
"12","Actitis macularius","Parita_01_Mamoni_08",0,0.0287867419042568,0,0
"13","Actitis macularius","Parita_01_Nanzal_09",0,0.0287867419042568,0,0
"14","Actitis macularius","Parita_01_PenonHonda_02",0,0.0287867419042568,0,0
"15","Actitis macularius","Parita_01_Sarigua_15",0,0.0287867419042568,0,0
"16","Actitis macularius","Parita_01_Sarigua_16",0,0.0287867419042568,0,0
"17","Amazilia tzacatl","Parita_01_BayanoAvispa_03",0,0.109236590681045,0,1
"18","Amazilia tzacatl","Parita_01_BayanoLasTablas_04",0,0.109236590681045,0,1
"19","Amazilia tzacatl","Parita_01_ElAgallito_05",1,1.23940629643233,1,2
"20","Amazilia tzacatl","Parita_01_ElReten_07",1,1.23940629643233,1,2
"21","Amazilia tzacatl","Parita_01_EsteroCamaron_13",0,0.109236590681045,0,1
"22","Amazilia tzacatl","Parita_01_HondaSalada_01",0,0.258593850414425,0,1
"23","Amazilia tzacatl","Parita_01_LasPalmitas_14",0,0.109236590681045,0,1
"24","Amazilia tzacatl","Parita_01_LosAzules_12",0,0.109236590681045,0,1
"25","Amazilia tzacatl","Parita_01_LosPalacios_06",0,0.126108147612255,0,1
"26","Amazilia tzacatl","Parita_01_LosPalacios_10",1,1.13587844317207,1,2
"27","Amazilia tzacatl","Parita_01_LosPalacios_11",1,1.27418765891243,1,2
"28","Amazilia tzacatl","Parita_01_Mamoni_08",0,0.109236590681045,0,1
"29","Amazilia tzacatl","Parita_01_Nanzal_09",0,0.109236590681045,0,1
"30","Amazilia tzacatl","Parita_01_PenonHonda_02",0,0.109236590681045,0,1
"31","Amazilia tzacatl","Parita_01_Sarigua_15",0,0.109236590681045,0,1
"32","Amazilia tzacatl","Parita_01_Sarigua_16",0,0.109236590681045,0,1
"33","Amazona autumnalis","Parita_01_BayanoAvispa_03",0,0.169490997762744,0,1
"34","Amazona autumnalis","Parita_01_BayanoLasTablas_04",0,0.169490997762744,0,1
"35","Amazona autumnalis","Parita_01_ElAgallito_05",0,0.169490997762744,0,1
"36","Amazona autumnalis","Parita_01_ElReten_07",0,0.169490997762744,0,1
"37","Amazona autumnalis","Parita_01_EsteroCamaron_13",1,1.35730455394679,1,2
"38","Amazona autumnalis","Parita_01_HondaSalada_01",0,0.374960541886133,0,2
"39","Amazona autumnalis","Parita_01_LasPalmitas_14",0,0.169490997762744,0,1
"40","Amazona autumnalis","Parita_01_LosAzules_12",1,1.18152979751794,1,2
"41","Amazona autumnalis","Parita_01_LosPalacios_06",0,0.193472744165178,0,1
"42","Amazona autumnalis","Parita_01_LosPalacios_10",1,1.70535813193786,1,3
"43","Amazona autumnalis","Parita_01_LosPalacios_11",1,1.40371905331626,1,3
"44","Amazona autumnalis","Parita_01_Mamoni_08",0,0.169490997762744,0,1
"45","Amazona autumnalis","Parita_01_Nanzal_09",0,0.169490997762744,0,1
"46","Amazona autumnalis","Parita_01_PenonHonda_02",1,1.18152979751794,1,2
"47","Amazona autumnalis","Parita_01_Sarigua_15",0,0.169490997762744,0,1
"48","Amazona autumnalis","Parita_01_Sarigua_16",0,0.169490997762744,0,1
"49","Amazona farinosa","Parita_01_BayanoAvispa_03",0,0.00789350965690518,0,0
"50","Amazona farinosa","Parita_01_BayanoLasTablas_04",0,0.00789350965690518,0,0
"51","Amazona farinosa","Parita_01_ElAgallito_05",0,0.00789350965690518,0,0
"52","Amazona farinosa","Parita_01_ElReten_07",0,0.00789350965690518,0,0
"53","Amazona farinosa","Parita_01_EsteroCamaron_13",2,2.47503758556588,1,4
"54","Amazona farinosa","Parita_01_HondaSalada_01",0,0.142293729857091,0,1
"55","Amazona farinosa","Parita_01_LasPalmitas_14",1,1.06896970781978,1,2
"56","Amazona farinosa","Parita_01_LosAzules_12",1,1.16916601903516,1,2
"57","Amazona farinosa","Parita_01_LosPalacios_06",0,0.0127817233810287,0,0
"58","Amazona farinosa","Parita_01_LosPalacios_10",1,1.10985487465414,1,2
"59","Amazona farinosa","Parita_01_LosPalacios_11",1,1.53845312957201,1,3
"60","Amazona farinosa","Parita_01_Mamoni_08",1,1.06896970781978,1,2
"61","Amazona farinosa","Parita_01_Nanzal_09",0,0.00789350965690518,0,0
"62","Amazona farinosa","Parita_01_PenonHonda_02",0,0.00789350965690518,0,0
"63","Amazona farinosa","Parita_01_Sarigua_15",1,1.02691658338012,1,1
"64","Amazona farinosa","Parita_01_Sarigua_16",0,0.00789350965690518,0,0
"65","Aramides cajanea","Parita_01_BayanoAvispa_03",0,0.00601885745321785,0,0
"66","Aramides cajanea","Parita_01_BayanoLasTablas_04",0,0.00601885745321785,0,0
"67","Aramides cajanea","Parita_01_ElAgallito_05",0,0.00601885745321785,0,0
"68","Aramides cajanea","Parita_01_ElReten_07",0,0.00601885745321785,0,0
"69","Aramides cajanea","Parita_01_EsteroCamaron_13",1,1.12451683914577,1,2
"70","Aramides cajanea","Parita_01_HondaSalada_01",1,1.12124693213829,1,2
"71","Aramides cajanea","Parita_01_LasPalmitas_14",0,0.00601885745321785,0,0
"72","Aramides cajanea","Parita_01_LosAzules_12",0,0.00601885745321785,0,0
"73","Aramides cajanea","Parita_01_LosPalacios_06",1,1.012275268095,1,1
"74","Aramides cajanea","Parita_01_LosPalacios_10",1,1.40860323923538,1,2
"75","Aramides cajanea","Parita_01_LosPalacios_11",1,1.18970100146655,1,2
"76","Aramides cajanea","Parita_01_Mamoni_08",0,0.00601885745321785,0,0
"77","Aramides cajanea","Parita_01_Nanzal_09",0,0.00601885745321785,0,0
"78","Aramides cajanea","Parita_01_PenonHonda_02",0,0.00601885745321785,0,0
"79","Aramides cajanea","Parita_01_Sarigua_15",0,0.00601885745321785,0,0
"80","Aramides cajanea","Parita_01_Sarigua_16",0,0.00601885745321785,0,0
"81","Aramus guarauna","Parita_01_BayanoAvispa_03",9,9.51696891350999,5,15
"82","Aramus guarauna","Parita_01_BayanoLasTablas_04",9,9.51696891350999,5,15
"83","Aramus guarauna","Parita_01_ElAgallito_05",10,10.5539492810348,6,16
"84","Aramus guarauna","Parita_01_ElReten_07",9,9.51696891350999,5,15
"85","Aramus guarauna","Parita_01_EsteroCamaron_13",9,9.51696891350999,5,15
"86","Aramus guarauna","Parita_01_HondaSalada_01",11,11.9510506443045,7,17
"87","Aramus guarauna","Parita_01_LasPalmitas_14",9,9.51696891350999,5,15
"88","Aramus guarauna","Parita_01_LosAzules_12",9,9.51696891350999,5,15
"89","Aramus guarauna","Parita_01_LosPalacios_06",11,11.5710419622082,7,17
"90","Aramus guarauna","Parita_01_LosPalacios_10",10,10.6273075774422,6,16
"91","Aramus guarauna","Parita_01_LosPalacios_11",10,10.6273075774422,6,16
"92","Aramus guarauna","Parita_01_Mamoni_08",10,10.5539492810348,6,16
"93","Aramus guarauna","Parita_01_Nanzal_09",10,10.5539492810348,6,16
"94","Aramus guarauna","Parita_01_PenonHonda_02",9,9.51696891350999,5,15
"95","Aramus guarauna","Parita_01_Sarigua_15",10,10.5539492810348,6,16
"96","Aramus guarauna","Parita_01_Sarigua_16",9,9.51696891350999,5,15
"97","Ardea alba","Parita_01_BayanoAvispa_03",9,9.30695289686929,5,15
"98","Ardea alba","Parita_01_BayanoLasTablas_04",10,10.3400517331456,6,16
"99","Ardea alba","Parita_01_ElAgallito_05",9,9.30695289686929,5,15
"100","Ardea alba","Parita_01_ElReten_07",9,9.30695289686929,5,15
"101","Ardea alba","Parita_01_EsteroCamaron_13",9,9.30695289686929,5,15
"102","Ardea alba","Parita_01_HondaSalada_01",10,10.7413643375027,6,16
"103","Ardea alba","Parita_01_LasPalmitas_14",11,11.2769385974858,7,17
"104","Ardea alba","Parita_01_LosAzules_12",9,9.30695289686929,5,15
"105","Ardea alba","Parita_01_LosPalacios_06",9,9.37243594881037,5,15
"106","Ardea alba","Parita_01_LosPalacios_10",10,10.4057701974532,6,16
"107","Ardea alba","Parita_01_LosPalacios_11",10,10.4057701974532,6,16
"108","Ardea alba","Parita_01_Mamoni_08",9,9.30695289686929,5,15
"109","Ardea alba","Parita_01_Nanzal_09",9,9.30695289686929,5,15
"110","Ardea alba","Parita_01_PenonHonda_02",9,9.30695289686929,5,15
"111","Ardea alba","Parita_01_Sarigua_15",11,11.2769385974858,7,17
"112","Ardea alba","Parita_01_Sarigua_16",10,10.3400517331456,6,16
"113","Ardea herodias","Parita_01_BayanoAvispa_03",1,1.12048545043948,1,2
"114","Ardea herodias","Parita_01_BayanoLasTablas_04",1,1.44915317514019,1,3
"115","Ardea herodias","Parita_01_ElAgallito_05",0,0.113261860851957,0,1
"116","Ardea herodias","Parita_01_ElReten_07",0,0.113261860851957,0,1
"117","Ardea herodias","Parita_01_EsteroCamaron_13",0,0.113261860851957,0,1
"118","Ardea herodias","Parita_01_HondaSalada_01",0,0.232383289529667,0,1
"119","Ardea herodias","Parita_01_LasPalmitas_14",0,0.113261860851957,0,1
"120","Ardea herodias","Parita_01_LosAzules_12",0,0.113261860851957,0,1
"121","Ardea herodias","Parita_01_LosPalacios_06",0,0.127674419837439,0,1
"122","Ardea herodias","Parita_01_LosPalacios_10",0,0.127674419837439,0,1
"123","Ardea herodias","Parita_01_LosPalacios_11",1,1.1358196933644,1,2
"124","Ardea herodias","Parita_01_Mamoni_08",0,0.113261860851957,0,1
"125","Ardea herodias","Parita_01_Nanzal_09",0,0.113261860851957,0,1
"126","Ardea herodias","Parita_01_PenonHonda_02",0,0.113261860851957,0,1
"127","Ardea herodias","Parita_01_Sarigua_15",0,0.113261860851957,0,1
"128","Ardea herodias","Parita_01_Sarigua_16",0,0.113261860851957,0,1
"129","Basileuterus delattrii","Parita_01_BayanoAvispa_03",0,0.27822419937689,0,1
"130","Basileuterus delattrii","Parita_01_BayanoLasTablas_04",2,1.91216396709729,1,3
"131","Basileuterus delattrii","Parita_01_ElAgallito_05",1,1.29534150985251,1,2
"132","Basileuterus delattrii","Parita_01_ElReten_07",2,2.31787423943793,1,4
"133","Basileuterus delattrii","Parita_01_EsteroCamaron_13",0,0.27822419937689,0,1
"134","Basileuterus delattrii","Parita_01_HondaSalada_01",0,0.556123287681112,0,2
"135","Basileuterus delattrii","Parita_01_LasPalmitas_14",0,0.27822419937689,0,1
"136","Basileuterus delattrii","Parita_01_LosAzules_12",0,0.27822419937689,0,1
"137","Basileuterus delattrii","Parita_01_LosPalacios_06",1,1.33149060709339,1,2
"138","Basileuterus delattrii","Parita_01_LosPalacios_10",1,1.33149060709339,1,2
"139","Basileuterus delattrii","Parita_01_LosPalacios_11",1,1.33149060709339,1,2
"140","Basileuterus delattrii","Parita_01_Mamoni_08",0,0.27822419937689,0,1
"141","Basileuterus delattrii","Parita_01_Nanzal_09",0,0.27822419937689,0,1
"142","Basileuterus delattrii","Parita_01_PenonHonda_02",0,0.27822419937689,0,1
"143","Basileuterus delattrii","Parita_01_Sarigua_15",0,0.27822419937689,0,1
"144","Basileuterus delattrii","Parita_01_Sarigua_16",0,0.27822419937689,0,1
"145","Brotogeris jugularis","Parita_01_BayanoAvispa_03",0,0.0251212465074452,0,0
"146","Brotogeris jugularis","Parita_01_BayanoLasTablas_04",1,1.03239065384373,1,1
"147","Brotogeris jugularis","Parita_01_ElAgallito_05",1,1.03239065384373,1,1
"148","Brotogeris jugularis","Parita_01_ElReten_07",1,1.03239065384373,1,1
"149","Brotogeris jugularis","Parita_01_EsteroCamaron_13",1,1.43391727125462,1,2
"150","Brotogeris jugularis","Parita_01_HondaSalada_01",2,2.85669562548319,1,5
"151","Brotogeris jugularis","Parita_01_LasPalmitas_14",3,3.25539003051456,2,5
"152","Brotogeris jugularis","Parita_01_LosAzules_12",4,3.92661751560604,2,6
"153","Brotogeris jugularis","Parita_01_LosPalacios_06",3,3.10913511298065,2,5
"154","Brotogeris jugularis","Parita_01_LosPalacios_10",1,1.61718485062199,1,3
"155","Brotogeris jugularis","Parita_01_LosPalacios_11",3,3.79105901920305,2,6
"156","Brotogeris jugularis","Parita_01_Mamoni_08",0,0.0251212465074452,0,0
"157","Brotogeris jugularis","Parita_01_Nanzal_09",1,1.0819355449822,1,2
"158","Brotogeris jugularis","Parita_01_PenonHonda_02",0,0.0251212465074452,0,0
"159","Brotogeris jugularis","Parita_01_Sarigua_15",0,0.0251212465074452,0,0
"160","Brotogeris jugularis","Parita_01_Sarigua_16",0,0.0251212465074452,0,0
"161","Buteo brachyurus","Parita_01_BayanoAvispa_03",11,11.3729092453109,6,17
"162","Buteo brachyurus","Parita_01_BayanoLasTablas_04",12,12.3914559115706,7,18
"163","Buteo brachyurus","Parita_01_ElAgallito_05",11,11.3729092453109,6,17
"164","Buteo brachyurus","Parita_01_ElReten_07",11,11.3729092453109,6,17
"165","Buteo brachyurus","Parita_01_EsteroCamaron_13",11,11.3729092453109,6,17
"166","Buteo brachyurus","Parita_01_HondaSalada_01",12,12.6148231027054,7,18
"167","Buteo brachyurus","Parita_01_LasPalmitas_14",12,12.3914559115706,7,18
"168","Buteo brachyurus","Parita_01_LosAzules_12",11,11.3729092453109,6,17
"169","Buteo brachyurus","Parita_01_LosPalacios_06",11,11.4097760560065,6,17
"170","Buteo brachyurus","Parita_01_LosPalacios_10",11,11.4097760560065,6,17
"171","Buteo brachyurus","Parita_01_LosPalacios_11",11,11.4097760560065,6,17
"172","Buteo brachyurus","Parita_01_Mamoni_08",11,11.3729092453109,6,17
"173","Buteo brachyurus","Parita_01_Nanzal_09",11,11.3729092453109,6,17
"174","Buteo brachyurus","Parita_01_PenonHonda_02",12,12.3914559115706,7,18
"175","Buteo brachyurus","Parita_01_Sarigua_15",11,11.3729092453109,6,17
"176","Buteo brachyurus","Parita_01_Sarigua_16",12,12.3914559115706,7,18
"177","Buteo platypterus","Parita_01_BayanoAvispa_03",2,2.79923618509836,1,5
"178","Buteo platypterus","Parita_01_BayanoLasTablas_04",4,4.07579624138356,2,7
"179","Buteo platypterus","Parita_01_ElAgallito_05",1,1.09412846076299,0,3
"180","Buteo platypterus","Parita_01_ElReten_07",3,3.44453836410191,2,6
"181","Buteo platypterus","Parita_01_EsteroCamaron_13",3,3.44453836410191,2,6
"182","Buteo platypterus","Parita_01_HondaSalada_01",2,2.2632109946876,0,5
"183","Buteo platypterus","Parita_01_LasPalmitas_14",2,2.16623351151999,1,4
"184","Buteo platypterus","Parita_01_LosAzules_12",3,3.44453836410191,2,6
"185","Buteo platypterus","Parita_01_LosPalacios_06",3,3.66533268497597,2,6
"186","Buteo platypterus","Parita_01_LosPalacios_10",2,2.31666174354116,1,4
"187","Buteo platypterus","Parita_01_LosPalacios_11",3,2.99000836604628,1,5
"188","Buteo platypterus","Parita_01_Mamoni_08",2,2.16623351151999,1,4
"189","Buteo platypterus","Parita_01_Nanzal_09",5,5.33410375462637,3,8
"190","Buteo platypterus","Parita_01_PenonHonda_02",2,2.16623351151999,1,4
"191","Buteo platypterus","Parita_01_Sarigua_15",4,4.07579624138356,2,7
"192","Buteo platypterus","Parita_01_Sarigua_16",6,6.63370658397317,4,10
"193","Buteogallus anthracinus","Parita_01_BayanoAvispa_03",5,6.04857184024974,3,9
"194","Buteogallus anthracinus","Parita_01_BayanoLasTablas_04",5,6.04857184024974,3,9
"195","Buteogallus anthracinus","Parita_01_ElAgallito_05",5,6.04857184024974,3,9
"196","Buteogallus anthracinus","Parita_01_ElReten_07",5,6.04857184024974,3,9
"197","Buteogallus anthracinus","Parita_01_EsteroCamaron_13",5,6.04857184024974,3,9
"198","Buteogallus anthracinus","Parita_01_HondaSalada_01",5,5.47663279849704,3,9
"199","Buteogallus anthracinus","Parita_01_LasPalmitas_14",5,6.04857184024974,3,9
"200","Buteogallus anthracinus","Parita_01_LosAzules_12",4,4.26806376746174,2,7
"201","Buteogallus anthracinus","Parita_01_LosPalacios_06",5,5.97400712535304,3,9
"202","Buteogallus anthracinus","Parita_01_LosPalacios_10",5,5.97400712535304,3,9
"203","Buteogallus anthracinus","Parita_01_LosPalacios_11",5,5.97400712535304,3,9
"204","Buteogallus anthracinus","Parita_01_Mamoni_08",2,1.9004001580555,1,3
"205","Buteogallus anthracinus","Parita_01_Nanzal_09",4,4.26806376746174,2,7
"206","Buteogallus anthracinus","Parita_01_PenonHonda_02",5,6.04857184024974,3,9
"207","Buteogallus anthracinus","Parita_01_Sarigua_15",1,1.18610817043031,1,2
"208","Buteogallus anthracinus","Parita_01_Sarigua_16",1,1.02410111143515,1,1
"209","Camptostoma obsoletum","Parita_01_BayanoAvispa_03",0,0.00354312387324804,0,0
"210","Camptostoma obsoletum","Parita_01_BayanoLasTablas_04",0,0.00354312387324804,0,0
"211","Camptostoma obsoletum","Parita_01_ElAgallito_05",0,0.00354312387324804,0,0
"212","Camptostoma obsoletum","Parita_01_ElReten_07",0,0.00354312387324804,0,0
"213","Camptostoma obsoletum","Parita_01_EsteroCamaron_13",0,0.00354312387324804,0,0
"214","Camptostoma obsoletum","Parita_01_HondaSalada_01",1,1.03033243410435,1,1
"215","Camptostoma obsoletum","Parita_01_LasPalmitas_14",0,0.00354312387324804,0,0
"216","Camptostoma obsoletum","Parita_01_LosAzules_12",0,0.00354312387324804,0,0
"217","Camptostoma obsoletum","Parita_01_LosPalacios_06",0,0.00491968642995554,0,0
"218","Camptostoma obsoletum","Parita_01_LosPalacios_10",0,0.00491968642995554,0,0
"219","Camptostoma obsoletum","Parita_01_LosPalacios_11",0,0.00491968642995554,0,0
"220","Camptostoma obsoletum","Parita_01_Mamoni_08",0,0.00354312387324804,0,0
"221","Camptostoma obsoletum","Parita_01_Nanzal_09",0,0.00354312387324804,0,0
"222","Camptostoma obsoletum","Parita_01_PenonHonda_02",0,0.00354312387324804,0,0
"223","Camptostoma obsoletum","Parita_01_Sarigua_15",0,0.00354312387324804,0,0
"224","Camptostoma obsoletum","Parita_01_Sarigua_16",0,0.00354312387324804,0,0
"225","Cardellina canadensis","Parita_01_BayanoAvispa_03",1,1.18826775685408,1,2
"226","Cardellina canadensis","Parita_01_BayanoLasTablas_04",1,1.18826775685408,1,2
"227","Cardellina canadensis","Parita_01_ElAgallito_05",1,1.66649969239124,1,3
"228","Cardellina canadensis","Parita_01_ElReten_07",2,2.4218676286297,1,4
"229","Cardellina canadensis","Parita_01_EsteroCamaron_13",0,0.173736229100042,0,1
"230","Cardellina canadensis","Parita_01_HondaSalada_01",0,0.437677718919992,0,2
"231","Cardellina canadensis","Parita_01_LasPalmitas_14",0,0.173736229100042,0,1
"232","Cardellina canadensis","Parita_01_LosAzules_12",0,0.173736229100042,0,1
"233","Cardellina canadensis","Parita_01_LosPalacios_06",0,0.202659857175303,0,1
"234","Cardellina canadensis","Parita_01_LosPalacios_10",0,0.202659857175303,0,1
"235","Cardellina canadensis","Parita_01_LosPalacios_11",0,0.202659857175303,0,1
"236","Cardellina canadensis","Parita_01_Mamoni_08",0,0.173736229100042,0,1
"237","Cardellina canadensis","Parita_01_Nanzal_09",0,0.173736229100042,0,1
"238","Cardellina canadensis","Parita_01_PenonHonda_02",0,0.173736229100042,0,1
"239","Cardellina canadensis","Parita_01_Sarigua_15",1,1.18826775685408,1,2
"240","Cardellina canadensis","Parita_01_Sarigua_16",1,1.3736179008861,1,2
"241","Ceratopipra mentalis","Parita_01_BayanoAvispa_03",0,0.258449579444623,0,1
"242","Ceratopipra mentalis","Parita_01_BayanoLasTablas_04",3,2.79278463244639,1,4
"243","Ceratopipra mentalis","Parita_01_ElAgallito_05",1,1.54463077560167,1,3
"244","Ceratopipra mentalis","Parita_01_ElReten_07",0,0.258449579444623,0,1
"245","Ceratopipra mentalis","Parita_01_EsteroCamaron_13",1,1.28235672891221,1,2
"246","Ceratopipra mentalis","Parita_01_HondaSalada_01",0,0.710399112714545,0,2
"247","Ceratopipra mentalis","Parita_01_LasPalmitas_14",1,1.54463077560167,1,3
"248","Ceratopipra mentalis","Parita_01_LosAzules_12",1,1.28235672891221,1,2
"249","Ceratopipra mentalis","Parita_01_LosPalacios_06",1,1.33422493087421,1,2
"250","Ceratopipra mentalis","Parita_01_LosPalacios_10",0,0.305888812311715,0,1
"251","Ceratopipra mentalis","Parita_01_LosPalacios_11",0,0.305888812311715,0,1
"252","Ceratopipra mentalis","Parita_01_Mamoni_08",0,0.258449579444623,0,1
"253","Ceratopipra mentalis","Parita_01_Nanzal_09",1,1.28235672891221,1,2
"254","Ceratopipra mentalis","Parita_01_PenonHonda_02",1,1.28235672891221,1,2
"255","Ceratopipra mentalis","Parita_01_Sarigua_15",4,4.14288587160109,2,6
"256","Ceratopipra mentalis","Parita_01_Sarigua_16",0,0.258449579444623,0,1
"257","Chloroceryle amazona","Parita_01_BayanoAvispa_03",0,0.205984075291632,0,1
"258","Chloroceryle amazona","Parita_01_BayanoLasTablas_04",0,0.205984075291632,0,1
"259","Chloroceryle amazona","Parita_01_ElAgallito_05",1,1.2234119429451,1,2
"260","Chloroceryle amazona","Parita_01_ElReten_07",0,0.205984075291632,0,1
"261","Chloroceryle amazona","Parita_01_EsteroCamaron_13",2,1.76291877184792,1,3
"262","Chloroceryle amazona","Parita_01_HondaSalada_01",0,0.523642460253934,0,2
"263","Chloroceryle amazona","Parita_01_LasPalmitas_14",1,1.2234119429451,1,2
"264","Chloroceryle amazona","Parita_01_LosAzules_12",2,1.76291877184792,1,3
"265","Chloroceryle amazona","Parita_01_LosPalacios_06",1,1.26101931729959,1,2
"266","Chloroceryle amazona","Parita_01_LosPalacios_10",2,2.69221456765632,1,4
"267","Chloroceryle amazona","Parita_01_LosPalacios_11",1,1.26101931729959,1,2
"268","Chloroceryle amazona","Parita_01_Mamoni_08",0,0.205984075291632,0,1
"269","Chloroceryle amazona","Parita_01_Nanzal_09",0,0.205984075291632,0,1
"270","Chloroceryle amazona","Parita_01_PenonHonda_02",0,0.205984075291632,0,1
"271","Chloroceryle amazona","Parita_01_Sarigua_15",0,0.205984075291632,0,1
"272","Chloroceryle amazona","Parita_01_Sarigua_16",0,0.205984075291632,0,1
"273","Chlorophanes spiza","Parita_01_BayanoAvispa_03",0,0.226323566861886,0,1
"274","Chlorophanes spiza","Parita_01_BayanoLasTablas_04",0,0.226323566861886,0,1
"275","Chlorophanes spiza","Parita_01_ElAgallito_05",0,0.226323566861886,0,1
"276","Chlorophanes spiza","Parita_01_ElReten_07",1,1.47643870016719,1,3
"277","Chlorophanes spiza","Parita_01_EsteroCamaron_13",0,0.226323566861886,0,1
"278","Chlorophanes spiza","Parita_01_HondaSalada_01",1,1.62140546966109,1,3
"279","Chlorophanes spiza","Parita_01_LasPalmitas_14",0,0.226323566861886,0,1
"280","Chlorophanes spiza","Parita_01_LosAzules_12",2,2.22468291677356,1,4
"281","Chlorophanes spiza","Parita_01_LosPalacios_06",0,0.264199229320922,0,1
"282","Chlorophanes spiza","Parita_01_LosPalacios_10",2,1.92119616241072,1,3
"283","Chlorophanes spiza","Parita_01_LosPalacios_11",1,1.2864692440349,1,2
"284","Chlorophanes spiza","Parita_01_Mamoni_08",0,0.226323566861886,0,1
"285","Chlorophanes spiza","Parita_01_Nanzal_09",1,1.47643870016719,1,3
"286","Chlorophanes spiza","Parita_01_PenonHonda_02",0,0.226323566861886,0,1
"287","Chlorophanes spiza","Parita_01_Sarigua_15",1,1.47643870016719,1,3
"288","Chlorophanes spiza","Parita_01_Sarigua_16",1,1.24538094238376,1,2
"289","Ciccaba virgata","Parita_01_BayanoAvispa_03",0,0.0155409287007872,0,0
"290","Ciccaba virgata","Parita_01_BayanoLasTablas_04",1,1.0200331867564,1,1
"291","Ciccaba virgata","Parita_01_ElAgallito_05",1,1.05102990041339,1,2
"292","Ciccaba virgata","Parita_01_ElReten_07",1,1.582583926114,1,3
"293","Ciccaba virgata","Parita_01_EsteroCamaron_13",0,0.0155409287007872,0,0
"294","Ciccaba virgata","Parita_01_HondaSalada_01",0,0.239271506499351,0,1
"295","Ciccaba virgata","Parita_01_LasPalmitas_14",1,1.29114952937602,1,2
"296","Ciccaba virgata","Parita_01_LosAzules_12",1,1.29114952937602,1,2
"297","Ciccaba virgata","Parita_01_LosPalacios_06",2,2.21987370944656,1,4
"298","Ciccaba virgata","Parita_01_LosPalacios_10",1,1.07997690365011,1,2
"299","Ciccaba virgata","Parita_01_LosPalacios_11",2,1.78799513028316,1,3
"300","Ciccaba virgata","Parita_01_Mamoni_08",3,3.36513850111044,2,5
"301","Ciccaba virgata","Parita_01_Nanzal_09",0,0.0155409287007872,0,0
"302","Ciccaba virgata","Parita_01_PenonHonda_02",0,0.0155409287007872,0,0
"303","Ciccaba virgata","Parita_01_Sarigua_15",0,0.0155409287007872,0,0
"304","Ciccaba virgata","Parita_01_Sarigua_16",0,0.0155409287007872,0,0
"305","Coereba flaveola","Parita_01_BayanoAvispa_03",0,0.000381822913809832,0,0
"306","Coereba flaveola","Parita_01_BayanoLasTablas_04",0,0.000381822913809832,0,0
"307","Coereba flaveola","Parita_01_ElAgallito_05",2,2.13061985951351,1,3
"308","Coereba flaveola","Parita_01_ElReten_07",0,0.000381822913809832,0,0
"309","Coereba flaveola","Parita_01_EsteroCamaron_13",0,0.000381822913809832,0,0
"310","Coereba flaveola","Parita_01_HondaSalada_01",0,0.0302687840241263,0,0
"311","Coereba flaveola","Parita_01_LasPalmitas_14",1,1.14474094195218,1,2
"312","Coereba flaveola","Parita_01_LosAzules_12",0,0.000381822913809832,0,0
"313","Coereba flaveola","Parita_01_LosPalacios_06",0,0.000791378326495316,0,0
"314","Coereba flaveola","Parita_01_LosPalacios_10",0,0.000791378326495316,0,0
"315","Coereba flaveola","Parita_01_LosPalacios_11",0,0.000791378326495316,0,0
"316","Coereba flaveola","Parita_01_Mamoni_08",1,1.00058661459812,1,1
"317","Coereba flaveola","Parita_01_Nanzal_09",0,0.000381822913809832,0,0
"318","Coereba flaveola","Parita_01_PenonHonda_02",0,0.000381822913809832,0,0
"319","Coereba flaveola","Parita_01_Sarigua_15",0,0.000381822913809832,0,0
"320","Coereba flaveola","Parita_01_Sarigua_16",0,0.000381822913809832,0,0
"321","Columba livia","Parita_01_BayanoAvispa_03",0,0.0827821791356098,0,1
"322","Columba livia","Parita_01_BayanoLasTablas_04",0,0.0827821791356098,0,1
"323","Columba livia","Parita_01_ElAgallito_05",0,0.0827821791356098,0,1
"324","Columba livia","Parita_01_ElReten_07",0,0.0827821791356098,0,1
"325","Columba livia","Parita_01_EsteroCamaron_13",1,1.09577175733989,1,2
"326","Columba livia","Parita_01_HondaSalada_01",0,0.423145434496934,0,2
"327","Columba livia","Parita_01_LasPalmitas_14",4,3.90101437168729,2,6
"328","Columba livia","Parita_01_LosAzules_12",0,0.0827821791356098,0,1
"329","Columba livia","Parita_01_LosPalacios_06",0,0.108649814362502,0,1
"330","Columba livia","Parita_01_LosPalacios_10",1,1.12572122179436,1,2
"331","Columba livia","Parita_01_LosPalacios_11",0,0.108649814362502,0,1
"332","Columba livia","Parita_01_Mamoni_08",1,1.09577175733989,1,2
